meanfreq,sd,median,Q25,Q75,IQR,skew,kurt,sp.ent,sfm,mode,centroid,meanfun,minfun,maxfun,meandom,maxdom,mindom,dfrange,modindx,label
0.166872459986029,0.101091768195817,0.20191063174114,0.05824345146379,0.264899845916795,0.206656394453005,3.86813342737861,21.90155933098,0.923866628923108,0.628867722261563,0.274391371340524,0.166872459986029,0.136151033271047,0.044277108433735,0.279113924050633,0.611279296875,3.036181640625,0,3.036181640625,0.098687188773201,falsetto
0.224681437057379,0.041452997613681,0.231461590754589,0.208239292997961,0.253732154996601,0.04549286199864,1.74492843212467,5.83479820127671,0.885425377322014,0.265432539513056,0.238885112168593,0.224681437057379,0.148917583924488,0.047012732615083,0.27906976744186,0.391374143835616,3.4921875,0,3.4921875,0.04500592183182,falsetto
0.224668034557925,0.072178588479558,0.261538461538462,0.201538461538462,0.273076923076923,0.071538461538462,4.55177418864364,26.3466887333406,0.823529487894584,0.411863162149741,0.277692307692308,0.224668034557925,0.135371778560384,0.049586776859504,0.275862068965517,0.3921875,2.6953125,0.234375,2.4609375,0.079146141215107,falsetto
0.22637665154802,0.061344266020157,0.251829268292683,0.208008130081301,0.268048780487805,0.060040650406504,3.45094674678704,17.3600008881695,0.872006863227089,0.401615896138603,0.26890243902439,0.22637665154802,0.127631196202989,0.047619047619048,0.27906976744186,0.871773097826087,5.5546875,0,5.5546875,0.075346594333936,falsetto
0.220004694893962,0.065156940935975,0.24711743772242,0.186334519572954,0.268042704626335,0.081708185053381,2.95538570157389,12.8132198250831,0.87074195966284,0.464288577321267,0.271032028469751,0.220004694893962,0.106857964191311,0.047952047952048,0.218181818181818,0.560461956521739,4.640625,0.28125,4.359375,0.059139784946237,falsetto
0.229369176400476,0.061897187041252,0.256551724137931,0.213990147783251,0.270935960591133,0.056945812807882,3.80085274606088,19.0319592808235,0.869598545338941,0.395309424967508,0.271527093596059,0.229369176400476,0.118599852990578,0.047058823529412,0.262295081967213,0.4421875,0.9609375,0,0.9609375,0.096299411269975,falsetto
0.181804662222274,0.080214190670505,0.199203980099502,0.130945273631841,0.253532338308458,0.122587064676617,3.15025055842643,18.8315945491077,0.949629296298107,0.766450293659337,0.274427860696517,0.181804662222274,0.142854291539678,0.06015037593985,0.225352112676056,0.7763671875,6.4453125,0.3515625,6.09375,0.138205128205128,falsetto
0.184789354308041,0.074125042560351,0.197373876986869,0.129841050449205,0.25503800967519,0.125196959225985,2.13791878479837,9.69702529221542,0.953717025240744,0.652922199352125,0.279806496199032,0.184789354308041,0.14650797406814,0.047244094488189,0.27906976744186,0.481805788590604,7.6875,0,7.6875,0.039353053104999,falsetto
0.169206309697192,0.080834126132476,0.185208333333333,0.101354166666667,0.242083333333333,0.140729166666667,1.59170333806771,6.40779090404356,0.958187832244566,0.750417384066057,0.2603125,0.169206309697192,0.152198157724659,0.050955414012739,0.259459459459459,0.806396484375,6.6328125,0.375,6.2578125,0.120333454150054,falsetto
0.160428621512195,0.073614997141265,0.150680412371134,0.103917525773196,0.228041237113402,0.124123711340206,1.13932238892002,4.34128141785846,0.967610877028255,0.76735805150249,0.260948453608247,0.160428621512195,0.166801511622903,0.046966731898239,0.27906976744186,0.565504807692308,4.1484375,0,4.1484375,0.056873822975518,falsetto
0.166312296119237,0.084560046157788,0.174520547945205,0.088219178082192,0.247397260273973,0.159178082191781,1.58565186930214,5.40341224505778,0.944503373331386,0.733824752792814,0.249315068493151,0.166312296119237,0.173168947711139,0.047244094488189,0.259459459459459,0.775390625,1.546875,0.375,1.171875,0.18,falsetto
0.096020341877769,0.078804074974591,0.074090909090909,0.030909090909091,0.148636363636364,0.117727272727273,3.40067762194383,21.4991425443498,0.942909381877379,0.68784321839133,0,0.096020341877769,0.158751074588423,0.046964856230032,0.275625,0.55125,1.67958984375,0,1.67958984375,0.140512820512821,falsetto
0.094326745113244,0.077710690523563,0.074038461538462,0.028942307692308,0.143365384615385,0.114423076923077,2.43261053376366,10.9356185504558,0.940023443864738,0.681424447454373,0.090192307692308,0.094326745113244,0.161980593527949,0.046518987341772,0.273913043478261,1.4011962890625,21.640869140625,0,21.640869140625,0.052417910447761,falsetto
0.151526056509057,0.076341454889043,0.155912743972445,0.086475315729047,0.221171067738232,0.134695752009185,0.824142640536443,3.96885228707798,0.973820642139205,0.801781625736105,0.120229621125144,0.151526056509057,0.164784243318953,0.047856430707876,0.275862068965517,0.589543269230769,6,0,6,0.043367346938776,falsetto
